name;rank;year;company;country;worth
Sun Guangxin;466;2014;Xinjiang Guanghui Industry Investment Group;CHN;3,4
Tamara Gustavson;466;2014;Public Storage;USA;3,4
Wolfgang Marguerre;466;2014;Octapharma;DEU;3,4
Aloysio de Andrade Faria;483;2014;Banco Real;BRA;3,3
Antti Herlin;483;2014;Kone Corporation;FIN;3,3
Clayton Riddell;483;2014;Paramount Resources;CAN;3,3
Daryl Katz;483;2014;Katz Group;CAN;3,3
David Consunji;483;2014;DMCI;PHL;3,3
Doris Fisher;483;2014;The Gap;USA;3,3
Francis Choi;483;2014;Early Light International;HKG;3,3
Fu Liquan;483;2014;Zhejiang Dahua Technology;CHN;3,3
Israel Englander;483;2014;Millennium Management LLC;USA;3,3
Jean Pierre Cayard;483;2014;La Martiniquaise;FRA;3,3
Marc Benioff;483;2014;salesforce.com;USA;3,3
Matthias Reimann-Andersen;483;2014;Benckiser;DEU;3,3
Mikhail Gutseriev;483;2014;Russneft;RUS;3,3
Otto Happel;483;2014;GEA Group;DEU;3,3
Phillip Frost;483;2014;Opko Health;USA;3,3
Renate Reimann-Haas;483;2014;Benckiser;DEU;3,3
Renzo Rosso;483;2014;Diesel;ITA;3,3
Samuel Yin;483;2014;Ruentex Group;Taiwan;3,3
Sarik Tara;483;2014;Enka insaat ve Sanayi;TUR;3,3
Stefan Reimann-Andersen;483;2014;Benckiser;DEU;3,3
Stephan Schmidheiny;483;2014;Holcim;CHE;3,3
Terrence Pegula;483;2014;East Resources;USA;3,3
Wolfgang Reimann;483;2014;Benckiser;DEU;3,3
Albert Frere;490;2001;Groupe Bruxelles Lambert;BEL;1
Alberto Vilar;490;2001;Amerindo Investment Advisors;USA;1
Alicia Koplowitz;490;2001;Construcciones y Contratas;ESP;1
Amalia Lacroze de Fortabat;490;2001;Loma Negra;ARG;1
Ananda Krishnan;490;2001;Usaha Tegas Sdn Bhd;MYS;1
Antonia Johnson;490;2001;Axel Johnson Group;SWE;1
Barry Diller;490;2001;IAC ;USA;1
Belmiro de Azevedo;490;2001;Sonae SGPS;PRT;1
Benjamin de Rothschild;490;2001;Edmond de Rothschild Group;CHE;1
Bruce Kovner;490;2001;Caxton Associates;USA;1
Charles Simonyi;490;2001;Microsoft;USA;1
Chey Tae-Won;490;2001;SK Corporation;KOR;1
David Filo;490;2001;Yahoo!;USA;1
Dean White;490;2001;Whiteco Industries;USA;1
Donald Schneider;490;2001;Schneider National;USA;1
Dorrance Hill Hamilton;490;2001;Campbell Soup;USA;1
Ernestina Herrera de Noble;490;2001;Grupo Clarin;ARG;1
Esther Koplowitz;490;2001;Construcciones y Contratas;ESP;1
Frank Levinson;490;2001;Finisar;USA;1
Gabriel Escarrer;490;2001;Melia Hotels International;ESP;1
George Ying Chow Lien;490;2001;Overseas Chinese Union Bank;SGP;1
Gerald Cadogan;490;2001;Cadogan Estates;GBR;1
German Larrea Mota Velasco;490;2001;Grupo Mexio;MEX;1
Hope Hill Van Beuren;490;2001;Campbell Soup;USA;1
Jacob and Yehudith Richter;490;2001;Medinol;ISR;1
Jacques Servier;490;2001;Laboratories Servier;FRA;1
James France;490;2001;NASCAR;USA;1
Jerome Kohlberg;490;2001;Kohberg Kravis Roberts & Co;USA;1
Jerry Yang;490;2001;Yahoo!;USA;1
John Doerr;490;2001;Kleinter Perkins Caufield & Byers;USA;1
John Todd;490;2001;Todd Energy;NZL;1
Julian Robertson;490;2001;Tiger Management Corp;USA;1
Lee Hon Chiu;490;2001;Hysan Development;HKG;1
Malcolm Green Chace III;490;2001;First Allied Corporation;USA;1
Mark Dixon;490;2001;Regus;GBR;1
Michael Lee-Chin;490;2001;Otto Group;CAN;1
Norman Waitt;490;2001;Gateway;USA;1
Onsi Sawiris;490;2001;Orascom;EGY;1
Pincus Green;490;2001;Glencore;CHE;1
Scott Kriens;490;2001;Juniper Networks;USA;1
Sheldon Adelson;490;2001;Las Vegas Sands;USA;1
Shoji Uehara;490;2001;Taisho Pharmaceutical;JPN;1
Thomas Bailey;490;2001;Janus Capital Group;USA;1
Toichi Takenaka;490;2001;Takenaka Corporation;JPN;1
Tom Gores;490;2001;Platinum Equity;USA;1
Vinod Khosla;490;2001;Sun Microsystems;USA;1
Wee Cho Yaw;490;2001;United Overseas Bank;SGP;1
William France Jr;490;2001;NASCAR;USA;1
William Hearst III;490;2001;Hearst Corporation;USA;1
Austen Cargill, II.;506;2014;Cargill;USA;3,2
Christoffel Wiese;506;2014;Shoprite;ZAF;3,2
Desh Bandhu Gupta;506;2014;Lupin Limited;IND;3,2
Frederick Smith;506;2014;FedEx;USA;3,2
George Lindemann;506;2014;Vision Cable, Metro Mobile, Southern Union;USA;3,2
Gianluigi Aponte;506;2014;MSC;CHE;3,2
Heidi Horten;506;2014;Horten AG;AUT;3,2
Issad Rebrab;506;2014;CEVITAL;DZA;3,2
James Cargill, II.;506;2014;Cargill;USA;3,2
Julian Robertson, Jr.;506;2014;Tiger Management Corp;USA;3,2
Liu Yonghao;506;2014;New Hope Group;CHN;3,2
Lu Xiangyang;506;2014;BYD;CHN;3,2
Marianne Liebmann;506;2014;Cargill;USA;3,2
Rafaela Aponte;506;2014;MSC;CHE;3,2
Spiro Latsis;506;2014;EFG International;GRC;3,2
Victor Pinchuk;506;2014;Interpipe;UKR;3,2
Alexander Svetakov;520;2014;Absolut;RUS;3,1
Andre Esteves;520;2014;BTG Pactual;BRA;3,1
Anthony Pritzker;520;2014;Hyatt;USA;3,1
Antonio Ermirio de Moraes;520;2014;Votorantim Group;BRA;3,1
Archie Aldis Emmerson;520;2014;Sierra Pacific Industries;USA;3,1
Daniel D'Aniello;520;2014;Carlyle Group;USA;3,1
David Azrieli;520;2014;Azrieli Group;CAN;3,1
David Rubenstein;520;2014;Carlyle Group;USA;3,1
Eddie & Sol Zakay;520;2014;Topland Group;GBR;3,1
Ermirio Pereira de Moraes;520;2014;Votorantim Group;BRA;3,1
Hans Peter Wild;520;2014;?Rudolf WILD GmbH & Co. KG;DEU;3,1
Isaac Perlmutter;520;2014;Marvel Entertainment;USA;3,1
James Jannard;520;2014;Oakley, Inc;USA;3,1
Jay Robert (J.B.) Pritzker;520;2014;Hyatt;USA;3,1
Jeremy Jacobs, Sr.;520;2014;Delaware North Companies;USA;3,1
Judy Faulkner;520;2014;Epic Systems;USA;3,1
Maria Helena Moraes Scripilliti;520;2014;Votorantim Group;BRA;3,1
Mohamed Mansour;520;2014;Mansour Group;EGY;3,1
Mohammed Al Issa;520;2014;Savola Group;SAU;3,1
Najib Mikati;520;2014;Investcom;LBN;3,1
Peter Kellogg;520;2014;Spear, Leeds & Kellogg;USA;3,1
Roger Wang;520;2014;Golden Eagle International Group;USA;3,1
Shi Yuzhu;520;2014;Giant Interactive;CHN;3,1
Stanley Druckenmiller;520;2014;Duquesne Capital;USA;3,1
Stelios Haji-Ioannou;520;2014;Easy Jet;CYP;3,1
Syed Mokhtar AlBukhary;520;2014;MMC Corp./DRBHicom;MYS;3,1
Taha Mikati;520;2014;Investcom;LBN;3,1
Theo Mueller;520;2014;Muller;DEU;3,1
Wang Yung-Tsai;520;2014;Formosa Plastics;Taiwan;3,1
William Conway, Jr.;520;2014;Carlyle Group;USA;3,1
Yitzhak Tshuva;520;2014;El-Ad Group;ISR;3,1
Alexander Nesis;551;2014;ICT Group;RUS;3
Amos Hostetter, Jr.;551;2014;Continental Cablevision;USA;3
Anthony Pratt;551;2014;Pratt Industries/Visy Industries;AUS;3
Brian Acton;551;2014;WhatsApp;USA;3
Edward Lampert;551;2014;ESL Investment;USA;3
Fred DeLuca;551;2014;Subway;USA;3
Friedhelm Loh;551;2014;Loh Group;DEU;3
H. Fisk Johnson;551;2014;S. C. Johnson & Son;USA;3
Harry Stine;551;2014;The Stine Seed Group;USA;3
Helen Johnson-Leipold;551;2014;S. C. Johnson & Son;USA;3
Husnu Ozyegin;551;2014;FIBA Holding;TUR;3
Imogene Powers Johnson;551;2014;S. C. Johnson & Son;USA;3
James Leprino;551;2014;Leprino Foods;USA;3
Jerry Jones;551;2014;Jones Oil and Land Lease;USA;3
John Catsimatidis;551;2014;Gristedes Foods;USA;3
John Paul DeJoria;551;2014;John Paul Mitchell Systems/Patron Spirits Company;USA;3
Kerr Neilson;551;2014;Platinum Asset Management;AUS;3
Kushal Pal Singh;551;2014;DLF Limited;IND;3
Lawrence Ho;551;2014;Sociedade de Turismo e Divers?es de Macau, SA;HKG;3
Lu Zhiqiang;551;2014;Oceanwide Group of Beijing;CHN;3
Michel Leclercq;551;2014;Oxylane;FRA;3
Paul Ramsay;551;2014;Ramsay Health Care;AUS;3
Peter Buck;551;2014;Subway;USA;3
Robert Rich, Jr.;551;2014;Rich Products Corporation;USA;3
S. Curtis Johnson;551;2014;S. C. Johnson & Son;USA;3
Samuel Tak Lee;551;2014;Prudential Enterprise;HKG;3
Tang Yiu;551;2014;Belle Holdings;HKG;3
Wang Yusuo;551;2014;ENN Energy Group;CHN;3
Winnie Johnson-Marquart;551;2014;S. C. Johnson & Son;USA;3
Anil Agarwal;580;2014;Vedanta Resources;IND;2,9
Carlo Benetton;580;2014;Benetton Group;ITA;2,9
David Filo;580;2014;Yahoo!;USA;2,9
David Rockefeller, Sr.;580;2014;Standard Oil;USA;2,9
Do Won Chang;580;2014;Forever 21;USA;2,9
Farhad Moshiri;580;2014;Metalloinvest;GBR;2,9
Fernando Roberto Moreira Salles;580;2014;Unibanco;BRA;2,9
Gilberto Benetton;580;2014;Benetton Group;ITA;2,9
Giuliana Benetton;580;2014;Benetton Group;ITA;2,9
Herbert Louis;580;2014;S. C. Johnson & Son;USA;2,9
Igor Olenicoff;580;2014;Olen Properties;USA;2,9
Jaime Gilinski Bacal;580;2014;Gilinski Group;COL;2,9
Jin Sook Chang;580;2014;Forever 21;USA;2,9
Joao Moreira Salles;580;2014;Unibanco;BRA;2,9
John Arnold;580;2014;Centaurus Advisors;USA;2,9
John Fisher;580;2014;The Gap;USA;2,9
Josephine Louis;580;2014;S. C. Johnson & Son;USA;2,9
Joshua Harris;580;2014;Apollo Group Management;USA;2,9
Luciano Benetton;580;2014;Benetton Group;ITA;2,9
Magdalena Martullo-Blocher;580;2014;EMS-Chemie;CHE;2,9
Marc Rowan;580;2014;Apollo Group Management;USA;2,9
Michael Pieper;580;2014;Artemis Goup;CHE;2,9
Michael Ying;580;2014;Esprit Holdings Limited;HKG;2,9
Oprah Winfrey;580;2014;Harpo Productions;USA;2,9
Pedro Moreira Salles;580;2014;Unibanco;BRA;2,9
Rahel Blocher;580;2014;EMS-Chemie;CHE;2,9
Robert Kraft;580;2014;International Forest Products;USA;2,9
Thomas Pritzker;580;2014;Hyatt;USA;2,9
Tom Gores;580;2014;Platinum Equity;USA;2,9
Walter Scott, Jr.;580;2014;Piewit Corporation;USA;2,9
Walther Moreira Salles Junior;580;2014;Unibanco;BRA;2,9
Abilio dos Santos Diniz;609;2014;Companhia Brasileira de Distribui?ao;BRA;2,8
Alexandra Schorghuber;609;2014;Schorghuber Group;DEU;2,8
Alexandre Soares dos Santos;609;2014;Jeronimo Martins;PRT;2,8
Alfred Taubman;609;2014;Taubman Centers;USA;2,8
Angela Leong;609;2014;Sociedade de Turismo e Divers?es de Macau, SA;HKG;2,8
Bernard Broermann;609;2014;Asklepios Kliniken GmbH;DEU;2,8
Chee Chen Tung;609;2014;Orient Overseas Container Line;HKG;2,8
Dirk Rossmann;609;2014;Rossmann;DEU;2,8
Edward DeBartolo, Jr.;609;2014;Edward J. DeBartolo Corporation;USA;2,8
Erman Ilicak;609;2014;Ronesans Construction;TUR;2,8
Gautam Adani;609;2014;Adani Group;IND;2,8
Huang Rulun;609;2014;Century Golden Resources Group;CHN;2,8
Joan Tisch;609;2014;Loews Corporation;USA;2,8
John Caudwell;609;2014;Midland Mobile Phones;GBR;2,8
Krit Ratanarak;609;2014;Bank of Ayudhya/Bangkok Broadcasting and Television Company;THA;2,8
Leandro Rizzuto;609;2014;Conair;USA;2,8
Mary Alice Dorrance Malone;609;2014;Campbell Soup;USA;2,8
Masahiro Miki;609;2014;ABC-Mart;JPN;2,8
Michael & Rainer Schmidt-Ruthenbeck;609;2014;Metro AG;DEU;2,8
Michael Moritz;609;2014;Sequoia Capital;USA;2,8
Naguib Sawiris;609;2014;Orascom;EGY;2,8
Othman Benjelloun;609;2014;RMA Watanya;MAR;2,8
Peter Sondakh;609;2014;Golden Eagle Energy;IDN;2,8
Philippe Foriel-Destezet;609;2014;Adecco;FRA;2,8
Robert Bass;609;2014;Sid Richardson Gasoline Co;USA;2,8
Saif Al Ghurair;609;2014;Al-Ghurair Group;ARE;2,8
Suh Kyung-Bae;609;2014;AmorePacific;KOR;2,8
Viktor Rashnikov;609;2014;Magnitogorsk Metallurgical Enterprise;RUS;2,8
W. Herbert Hunt;609;2014;Petro-Hunt;USA;2,8
Wilbur Ross, Jr.;609;2014;WL Ross & Co;USA;2,8
Yang Kai;609;2014;China Huishan Dairy Holding;CHN;2,8
Ziyad Manasir;609;2014;Stroygazconsulting;RUS;2,8
Richard Chandler;641;2014;Chandler Corporation;NZL;2,8
Dagmar Dolby;642;2014;Dolby Laboratories;USA;2,7
David Bonderman;642;2014;TPG Capital;USA;2,7
Elaine Wynn;642;2014;Wynn Resorts (formarly Mirage Resorts);USA;2,7
Eva Maria Bucher-Haefner;642;2014;CA Technologies;CHE;2,7
Hanni Toosbuy Kasprzak;642;2014;ECCO;DEN;2,7
Jean-Michel Besnier;642;2014;Lactalis;FRA;2,7
Jeff Sutton;642;2014;Wharton Properties;USA;2,7
Johan Johannson;642;2014;Joh. Johannson;NOR;2,7
Law Kar Po;642;2014;Park Hotel Group;HKG;2,7
Liu Qiangdong;642;2014;JD.com;CHN;2,7
Marie Besnier Beauvalot;642;2014;Lactalis;FRA;2,7
Michael Rubin;642;2014;Kynetic/GSI;USA;2,7
Miguel Krigsner;642;2014;O Botic?rio;BRA;2,7
Patrice Motsepe;642;2014;African Rainbow Minerals;ZAF;2,7
Qiu Guanghe;642;2014;Zhejiang Semir Garment;CHN;2,7
Robert Pera;642;2014;Ubiquiti Networks;USA;2,7
Ron Burkle;642;2014;Yucaipa Companies;USA;2,7
Tong Jinquan;642;2014;Summit;CHN;2,7
Ye Chenghai;642;2014;Shenzhen Salubris Pharmaceuticals;HKG;2,7
Yeoh Tiong Lay;642;2014;YTL Corporation;MYS;2,7
A. Jerrold Perenchio;663;2014;Univision;USA;2,6
Anita Zucker;663;2014;Hudson's Bay Company;USA;2,6
Cristina Green;663;2014;Arcadia;GBR;2,6
Daniel Mate;663;2014;Glencore Xstrata;ESP;2,6
Danil Khachaturov;663;2014;Rosgosstrakh;RUS;2,6
Edson de Godoy Bueno;663;2014;Amil;BRA;2,6
Emilio Azcarraga Jean;663;2014;Grupo Televisa;MEX;2,6
Helmut Sohmen;663;2014;BW Group;AUT;2,6
Herbert Allen, Jr.;663;2014;Allen & Company;USA;2,6
Hui Lin Chit;663;2014;Hengan Internationl Group Company Limited;CHN;2,6
Jason Chang;663;2014;Advanced Semiconductor Engineering;SGP;2,6
Maria Luisa Solari Falabella;663;2014;SACI Falabella;CHL;2,6
Mark Cuban;663;2014;Broadcast.com;USA;2,6
Martin Viessmann;663;2014;Viessmann Group;DEU;2,6
Pan Zhengmin;663;2014;AAC Technologies;CHN;2,6
Patrick Lee;663;2014;Lee & Man Paper Manufacturing;HKG;2,6
Philip Green;663;2014;Arcadia;GBR;2,6
Reinhold Schmieding;663;2014;Arthrex Inc;USA;2,6
Richard Rainwater;663;2014;ENSCO International;USA;2,6
Sean Parker;663;2014;Napster, Plaxo, Airtime;USA;2,6
Sze Man Bok;663;2014;Hengan Internationl Group Company Limited;CHN;2,6
Torbjorn Tornqvist;663;2014;Gunvor Group;SWE;2,6
Ty Warner;663;2014;Ty Inc.;USA;2,6
Vasily Anisimov;663;2014;Metalloinvest/Coalco;RUS;2,6
Vladimir Bogdanov;663;2014;Surgutneftegaz;RUS;2,6
Yasumitsu Shigeta;663;2014;Hikari Tsushin;JPN;2,6
Abdulla Al Futtaim;687;2014;Al-Futtaim Group;ARE;2,5
Aristotelis Mistakidis;687;2014;Glencore Xstrata;GRC;2,5
Belmiro de Azevedo;687;2014;Sonae SGPS;PRT;2,5
Bernardo Matte;687;2014;CMPC;CHL;2,5
Bernd Freier;687;2014;s.Oliver;DEU;2,5
Charles Dunstone;687;2014;The Carphone Warehouse;GBR;2,5
Chey Tae-Won;687;2014;SK Corporation;KOR;2,5
Clive Calder;687;2014;Zomba Group;GBR;2,5
Dan Friedkin;687;2014;Gulf States Toyota Distributors;USA;2,5
Dan Gertler;687;2014;DGI Group;ISR;2,5
David Cheriton;687;2014;Google;CAN;2,5
Eduardo Belmont Anderson;687;2014;Belcorp;PER;2,5
Eliodoro Matte;687;2014;CMPC;CHL;2,5
Ennio Doris;687;2014;Mediolanum SpA;ITA;2,5
Folorunsho Alakija;687;2014;Famfa Limited;NGA;2,5
Francisco Jose Riberas Mera;687;2014;Corporation Gestamp SL;ESP;2,5
H. Wayne Huizenga;687;2014;Waste Management;USA;2,5
Henry Hillman;687;2014;Pittsburgh Coke & Chemical;USA;2,5
Hubert Burda;687;2014;Hubert Burda Media;DEU;2,5
Jack Dangermond;687;2014;Environmental Systems Research Institute;USA;2,5
Jeff Greene;687;2014;;USA;2,5
John Dorrance, III.;687;2014;Campbell Soup;IRL;2,5
Juan Maria Riberas Mera;687;2014;Corporation Gestamp SL;ESP;2,5
Juan-Miguel Villar Mir;687;2014;Obrascon Huarte Lain S.A.;ESP;2,5
Kjell Inge Rokke;687;2014;Aker Soulutions ASA;NOR;2,5
Madeleine Olsson Ericksson;687;2014;Stena Sphere;SWE;2,5
Michael Milken;687;2014;Drexel Burnham Lambert;USA;2,5
Min Kao;687;2014;Garmin;USA;2,5
Mochtar Riady;687;2014;Lippo Group;IDN;2,5
Neil Bluhm;687;2014;JMB Realty;USA;2,5
Pang Kang;687;2014;Foshan Haitian Flavoring and Food;CHN;2,5
Patricia Matte;687;2014;CMPC;CHL;2,5
Philip Niarchos;687;2014;Niarchos Ltd;GRC;2,5
Phillip Ruffin;687;2014;New Frontier Hotel and Casino;USA;2,5
Shigenobu Nagamori;687;2014;Nidec;JPN;2,5
Siegfried Meister;687;2014;Rational AG;DEU;2,5
Stefan Olsson;687;2014;Stena Sphere;SWE;2,5
Teddy Sagi;687;2014;Playtech;ISR;2,5
Timothy Headington;687;2014;Headington Oil;USA;2,5
Valery Kogan;687;2014;East Line Group;RUS;2,5
Warren Stephens;687;2014;Stephans Inc.;USA;2,5
William Erbey;687;2014;Ocwen Financial;USA;2,5
William Fung;687;2014;Li & Fung Group;HKG;2,5
William Wrigley, Jr.;687;2014;Wm Wrigley Jr. Company;USA;2,5
Abdullah Al Rajhi;731;2014;Al Rajhi bank;SAU;2,4
Andrej Babis;731;2014;Agrofert;CZE;2,4
Barry Diller;731;2014;IAC ;USA;2,4
Bharat Desai;731;2014;Syntel;USA;2,4
Brijmohan Lall Munjal;731;2014;Hero Group;IND;2,4
Carlos Ardila Lulle;731;2014;Organizacion Ardila Lulle;COL;2,4
Edwin Leong;731;2014;Tai Hung Fai Enterprise;HKG;2,4
Esther Grether;731;2014;Doetsch Grether;CHE;2,4
George Argyros;731;2014;Arnel & Affiliates;USA;2,4
Henry Fong Yun Wah;731;2014;Hip Shing Hong Group;HKG;2,4
Ingeburg Herz;731;2014;Maxingvest AG;DEU;2,4
Juan Abello;731;2014;Abello Laboratories;ESP;2,4
Ken Fisher;731;2014;Fisher Investments;USA;2,4
Kevin Plank;731;2014;Under Armour;USA;2,4
Kwek Leng Beng;731;2014;Hong Leong Group;SGP;2,4
Lawrence Stroll;731;2014;Michael Kors;CAN;2,4
Leszek Czarnecki;731;2014;Getin Holding;POL;2,4
Liang Yunchao;731;2014;Guangdong By-Health Biotechnology;CHN;2,4
Louis Le Duff;731;2014;Brioche Doree;FRA;2,4
Ma Jianrong;731;2014;Shenzhou International;CHN;2,4
Maja Oeri;731;2014;Roche;CHE;2,4
Manuel Jove;731;2014;Fadesa;ESP;2,4
Mortimer Zuckerman;731;2014;Boston Properties;USA;2,4
Onsi Sawiris;731;2014;Orascom;EGY;2,4
Pankaj Patel;731;2014;Cadila Healthcare;IND;2,4
Richard Desmond;731;2014;Northern & Shell;GBR;2,4
Rodney Lewis;731;2014;Lewis Energy;USA;2,4
Saleh Kamel;731;2014;Dallah al Baraka Group;SAU;2,4
Sebastian Pinera;731;2014;Bancard;CHL;2,4
Silas Chou;731;2014;Michael Kors;HKG;2,4
Stephen Lansdown;731;2014;Hargreaves Lansdown;GGY;2,4
Tilman Fertitta;731;2014;Landry's Restaurant;USA;2,4
Peter Lim;763;2014;Wilmar International;SGP;2,4
Alexander Mamut;764;2014;Livejournal;RUS;2,3
Alexander Ponomarenko;764;2014;NCSP Group;RUS;2,3
Alexander Skorobogatko;764;2014;NCSP Group;RUS;2,3
Bernard Saul, II.;764;2014;B. F. Saul Company;USA;2,3
Bill Gross;764;2014;PIMCO;USA;2,3
Cai Kui;764;2014;Longfor Properties;CHN;2,3
Caprotti Bernardo;764;2014;Esselunga;ITA;2,3
Chen Fashu;764;2014;Zijin Mining Group;CHN;2,3
Clemmie Spangler, Jr.;764;2014;Bank of North Carolina;USA;2,3
David Murdock;764;2014;Dole Food Company;USA;2,3
George Ty;764;2014;Metropolitan Bank and Trust Company;PHL;2,3
Henadiy Boholyubov;764;2014;Privatbank;UKR;2,3
Indu Jain;764;2014;Bennett, Coleman & Co Ltd.;IND;2,3
James France;764;2014;NASCAR;USA;2,3
Jean (Gigi) Pritzker;764;2014;Hyatt;USA;2,3
Jean Claude Gandur;764;2014;Addax Petroleum;CHE;2,3
Jia Yueting;764;2014;Leshi Television;CHN;2,3
John Whittaker;764;2014;The Peel Group;GBR;2,3
Julio Ponce;764;2014;Quimica y Minera de Chile;CHL;2,3
Kenneth Langone;764;2014;Home Depot;USA;2,3
Kuok Khoon Hong;764;2014;Wilmar International;SGP;2,3
Mario Moretti Polegato;764;2014;Geox;ITA;2,3
Michal Solowow;764;2014;Synthos;POL;2,3
Penny Pritzker;764;2014;Hyatt;USA;2,3
Richard Marriott;764;2014;Marriot;USA;2,3
Robert Miller CA;764;2014;Future Electronics;CAN;2,3
Stanley Hubbard;764;2014;Hubbard Broadcasting Inc;USA;2,3
Victor Fung;764;2014;Li & Fung Group;USA;2,3
Wang Changtian;764;2014;Beijing Enlight;CHN;2,3
Xu Jingren;764;2014;Yangtze River Pharmaceutical Group;CHN;2,3
Xue Xiangdong;764;2014;DHC Software;CHN;2,3
Youssef Mansour;764;2014;Mansour Group;EGY;2,3
Andreas Halvorsen;796;2014;Viking Global Equities;NOR;2,2
Bahaa Hariri;796;2014;Saudi Oger;LBN;2,2
Bill Marriott, Jr.;796;2014;Marriot;USA;2,2
Bulat Utemuratov;796;2014;ATF Bank;KAZ;2,2
Chip Wilson;796;2014;Lululemon Athletica;CAN;2,2
Daniel Loeb;796;2014;Third Point LLC;USA;2,2
Giuseppe De'Longhi;796;2014;De'Longhi Group;ITA;2,2
Jack Dorsey;796;2014;Twitter;USA;2,2
Jean Coutu;796;2014;Jean Coutu Group;CAN;2,2
Jiang Rensheng;796;2014;Chongqing Zhifei Biological Products;CHN;2,2
Joe Mansueto;796;2014;Morningstar, Inc;USA;2,2
John de Mol;796;2014;Endemol;NLD;2,2
Kalanithi Maran;796;2014;Sun Group;IND;2,2
Lindsay Fox;796;2014;Linfox;AUS;2,2
Manuel Lao Hernandez;796;2014;Cirsa;ESP;2,2
Mark Coombs;796;2014;Ashmore Group;GBR;2,2
Martin Haefner;796;2014;CA Technologies;CHE;2,2
Martin Naughton;796;2014;Glen Dimplex Group;IRL;2,2
Moise Safra;796;2014;Banco Safra (now Saftra Group);BRA;2,2
Nadhmi Auchi;796;2014;General Mediterranean Holding;GBR;2,2
Naruatsu Baba;796;2014;Colopl;JPN;2,2
Peter Thiel;796;2014;PayPal;USA;2,2
Regina de Camargo Pires Oliveira Dias;796;2014;Grupo Camargo Correra;BRA;2,2
Renata de Camargo Nascimento;796;2014;Grupo Camargo Correra;BRA;2,2
Richard Peery;796;2014;;USA;2,2
Romesh T. Wadhwani;796;2014;Symphony Technology Group;USA;2,2
Rossana Camargo de Arruda Botelho;796;2014;Grupo Camargo Correra;BRA;2,2
Semahat Arsel;796;2014;Koc Holding;TUR;2,2
Stephen Bisciotti;796;2014;Allegis Group;USA;2,2
Ted Turner;796;2014;CNN;USA;2,2
Tor Peterson;796;2014;Glencore Xstrata;USA;2,2
Goh Cheng Liang;827;2014;Nipsea;SGP;2,2
Alexander Dzhaparidze;828;2014;Petroalliance;RUS;2,1
Alexander Knaster;828;2014;Pamplona Capital Management;USA;2,1
Alicia Koplowitz;828;2014;Construcciones y Contratas;ESP;2,1
Antonio Luiz Seabra;828;2014;Natura Cosmeticos;BRA;2,1
B. Wayne Hughes;828;2014;Public Storage;USA;2,1
Charles Bronfman;828;2014;Seagrams;CAN;2,1
David Hains;828;2014;Portland House Group;AUS;2,1
David Penaloza Sandoval;828;2014;Pinfra;MEX;2,1
Edward Bass;828;2014;Sid Richardson Gasoline Co;USA;2,1
Ferit Sahenk;828;2014;Dogus Holding;TUR;2,1
Gerald J. Ford;828;2014;Golden State Bancorp;USA;2,1
Helena Revoredo;828;2014;Prosegur;ESP;2,1
Howard Schultz;828;2014;Starbucks;USA;2,1
Igor Makarov;828;2014;Itera;RUS;2,1
Ihor Kolomoyskyy;828;2014;Privatbank;UKR;2,1
James Coulter;828;2014;TPG Capital;USA;2,1
Jerry Yang;828;2014;Yahoo!;USA;2,1
Johnelle Hunt;828;2014;J.B. Hunt Transport Services;USA;2,1
Lee Bass;828;2014;Sid Richardson Gasoline Co;USA;2,1
Liu Zhongtian;828;2014;Zhongwang Holdings;CHN;2,1
Malvinder and Shivinder Singh;828;2014;Ranbaxy Laboratories;IND;2,1
Michael Jaharis;828;2014;Kos Pharmaceuticals;USA;2,1
Mustafa Rahmi Koc;828;2014;Koc Holding;TUR;2,1
N. Murray Edwards;828;2014;Canadian Natural Resources;CAN;2,1
Raj Kumar & Kishin RK;828;2014;Royal Holdings/RB Capital;SGP;2,1
Reinfried Pohl;828;2014;Deutsche Verm?gensberatung?;DEU;2,1
Richard Schulze;828;2014;Best Buy;USA;2,1
Sandro Veronesi;828;2014;Calzedonia Group;ITA;2,1
Stephen Mandel, Jr.;828;2014;Lone Pine Capital;USA;2,1
Sukanto Tanoto;828;2014;Royal Golden Eagle International;IDN;2,1
Sylvia Stroher;828;2014;Wella AG;DEU;2,1
T.Y. Tsai;828;2014;Cathay Financial;Taiwan;2,1
Taizo Son;828;2014;GungHo Online Entertainment;JPN;2,1
Thomas Bruch;828;2014;Globus & Co.;DEU;2,1
Tom Golisano;828;2014;Paychex;USA;2,1
Vincent Lo;828;2014;Shui On Group;HKG;2,1
Zhang Li;828;2014;Guangzho R&F;CHN;2,1
Zhou Hongyi;828;2014;Qihoo;CHN;2,1
Zhu Gongshan;828;2014;GCL-Poly Energy Holdings;CHN;2,1
Herbert Simon;868;2014;Simon Property Group;USA;2,1
Alec Gores;869;2014;The Gores Group;USA;2
Alexei Ananyev;869;2014;Technoserv;RUS;2
Arne Wilhelmsen;869;2014;Royal Caribbean Cruises;NOR;2
Bachtiar Karim;869;2014;Musim Mas;IDN;2
Benjamin de Rothschild;869;2014;Edmond de Rothschild Group;CHE;2
Bennett Dorrance;869;2014;Campbell Soup;USA;2
Brad Kelley;869;2014;Commonwealth Brands;USA;2
Bruce Karsh;869;2014;Oaktree Capital Management;USA;2
Cai Dongqing;869;2014;Guangdong Alpha Animation and Culture Co;CHN;2
Carl Bennet;869;2014;Carl Bennet AB;SWE;2
